neighborhood,api_lon,api_lat
Tesistan,-103.48323195374384,20.81564301451272
Loma chica,-103.48323195374384,20.81564301451272
La cuspide,-103.48323195374384,20.81564301451272
Revolucion,-103.48323195374384,20.81564301451272
Vistas de tesistan,-103.48323195374384,20.81564301451272
Senderos de tesistan,-103.48323195374384,20.81564301451272
Ciudad bugambilias,-103.47579442845797,20.598772011733995
Ciudad bugambilias,-103.47570459767266,20.6078048639676
Ciudad bugambilias,-103.4756147186241,20.616837706396375
Santa ana tepetitlan,-103.4756147186241,20.616837706396375
Autodromo,-103.4756147186241,20.616837706396375
Puerta del bosque,-103.4756147186241,20.616837706396375
Santa ana tepetitlan,-103.47552479129938,20.625870539016717
Bosque real,-103.47552479129938,20.625870539016717
Autodromo,-103.47552479129938,20.625870539016717
Natura bosque,-103.47552479129938,20.625870539016717
Puerta del bosque,-103.47552479129938,20.625870539016717
Coto antara,-103.47552479129938,20.625870539016717
Reciente amanecer,-103.47552479129938,20.625870539016717
Monteverde iii,-103.47552479129938,20.625870539016717
La granja,-103.47552479129938,20.625870539016717
Monteverde,-103.47552479129938,20.625870539016717
Monteverde ii,-103.47552479129938,20.625870539016717
Oyamel,-103.47552479129938,20.625870539016717
Zenith,-103.47552479129938,20.625870539016717
Oyamel 2,-103.47552479129938,20.625870539016717
Foret,-103.47552479129938,20.625870539016717
Oyamel 3,-103.47552479129938,20.625870539016717
El fortin,-103.47552479129938,20.625870539016717
La escondida,-103.47552479129938,20.625870539016717
El fortin 2da secc,-103.47552479129938,20.625870539016717
Valle del fortin,-103.47552479129938,20.625870539016717
Ceibas,-103.47552479129938,20.625870539016717
Luna bosque residencial,-103.47552479129938,20.625870539016717
Foret,-103.47543481568555,20.634903361825028
Oyamel 3,-103.47543481568555,20.634903361825028
El fortin,-103.47543481568555,20.634903361825028
El fortin 2da secc,-103.47543481568555,20.634903361825028
Valle del fortin,-103.47543481568555,20.634903361825028
Los cerritos,-103.47543481568555,20.634903361825028
Villas de la primavera,-103.47543481568555,20.634903361825028
Colinas de la primavera,-103.47543481568555,20.634903361825028
Ceibas,-103.47543481568555,20.634903361825028
Luna bosque residencial,-103.47543481568555,20.634903361825028
5 de noviembre,-103.47543481568555,20.634903361825028
El tizate,-103.47543481568555,20.634903361825028
San nicolas de la primavera,-103.47543481568555,20.634903361825028
Sin nombre,-103.47543481568555,20.634903361825028
Lomas de la primavera,-103.47543481568555,20.634903361825028
Colinas de la primavera,-103.4753447917697,20.643936174817696
Lomas de la primavera,-103.4753447917697,20.643936174817696
Brisas de la primavera,-103.4753447917697,20.643936174817696
La noria,-103.4753447917697,20.643936174817696
Lomas de la primavera,-103.47525471953884,20.652968977991133
Brisas de la primavera,-103.47525471953884,20.652968977991133
La noria,-103.47525471953884,20.652968977991133
Ayamonte,-103.47507443008033,20.671034554865887
Ayamonte,-103.47498421282673,20.680067328560014
El bajio,-103.47498421282673,20.680067328560014
El bajio,-103.47489394720625,20.689100092420496
El bajio,-103.47480363320591,20.69813284644375
San juan de ocotan,-103.47480363320591,20.69813284644375
San juan de ocotan,-103.47471327081269,20.707165590626182
Rancho contento,-103.47471327081269,20.707165590626182
San juan de ocotan,-103.4746228600136,20.716198324964193
Rancho contento,-103.4746228600136,20.716198324964193
Bosques vallarta,-103.4746228600136,20.716198324964193
Valeira,-103.4745324007956,20.72523104945419
Fontee,-103.4745324007956,20.72523104945419
Soare acantia i,-103.4745324007956,20.72523104945419
Bosques vallarta,-103.4745324007956,20.72523104945419
Soare acantia i,-103.47444189314567,20.73426376409257
La mojonera,-103.47444189314567,20.73426376409257
Base aerea militar no 5,-103.47444189314567,20.73426376409257
Base aerea militar no 5,-103.47435133705078,20.743296468875755
Base aerea militar no 5,-103.47426073249787,20.75232916380014
Base aerea militar no 5,-103.4741700794739,20.761361848862148
Valle de la providencia,-103.4741700794739,20.761361848862148
Valle de la providencia,-103.4740793779658,20.770394524058187
Villa fontana diamante,-103.4740793779658,20.770394524058187
Valle de la providencia,-103.4739886279605,20.779427189384652
Jardines de las fuentes,-103.4739886279605,20.779427189384652
Villa fontana diamante,-103.4739886279605,20.779427189384652
Altus quintas,-103.4739886279605,20.779427189384652
Soto park,-103.4739886279605,20.779427189384652
Real de tesistan,-103.4739886279605,20.779427189384652
Los manzanos,-103.4739886279605,20.779427189384652
Callejon del bosque,-103.4739886279605,20.779427189384652
Coto casa blanca,-103.4739886279605,20.779427189384652
Sin nombre,-103.4739886279605,20.779427189384652
Altus quintas,-103.4738978294449,20.788459844837973
Soto park,-103.4738978294449,20.788459844837973
Real de tesistan,-103.4738978294449,20.788459844837973
Los manzanos,-103.4738978294449,20.788459844837973
Los manzanos,-103.4738978294449,20.788459844837973
Coto casa blanca,-103.4738978294449,20.788459844837973
Sin nombre,-103.4738978294449,20.788459844837973
Arboledas de tesistan,-103.4738978294449,20.788459844837973
Valle norte,-103.4738978294449,20.788459844837973
Estrada,-103.4738978294449,20.788459844837973
Fuente mayor,-103.4738978294449,20.788459844837973
Estrada,-103.4738978294449,20.788459844837973
Los pinos,-103.4738978294449,20.788459844837973
Tesistan,-103.4738978294449,20.788459844837973
Parques de tesistan,-103.4738978294449,20.788459844837973
Estrada,-103.47380698240593,20.797492490414555
Estrada,-103.47380698240593,20.797492490414555
Los pinos,-103.47380698240593,20.797492490414555
Puerta tesistan,-103.47380698240593,20.797492490414555
Tesistan,-103.47380698240593,20.797492490414555
Villas de tesistan,-103.47380698240593,20.797492490414555
Parques de tesistan,-103.47380698240593,20.797492490414555
Haciendas de zapopan,-103.47380698240593,20.797492490414555
Tierra residencial,-103.47380698240593,20.797492490414555
Tesistan,-103.47371608683049,20.806525126110806
Villas de tesistan,-103.47371608683049,20.806525126110806
La magdalena,-103.47371608683049,20.806525126110806
Tierra residencial,-103.47371608683049,20.806525126110806
San jose ejidal,-103.47371608683049,20.806525126110806
Tesistan,-103.47362514270549,20.815557751923155
San jose ejidal,-103.47362514270549,20.815557751923155
Privanza la ceiba,-103.47362514270549,20.815557751923155
Doctores,-103.47362514270549,20.815557751923155
Lomas de tesistan,-103.47362514270549,20.815557751923155
Lomas de tesistan,-103.47353415001777,20.82459036784801
Lomas de tesistan,-103.47344310875424,20.83362297388178
Ciudad bugambilias,-103.46620130610843,20.598687184369407
Ciudad bugambilias,-103.46611091048023,20.607719996110994
Ciudad bugambilias,-103.46602046628541,20.616752798043144
Santa ana tepetitlan,-103.46602046628541,20.616752798043144
Leones,-103.46602046628541,20.616752798043144
Jardines de santa ana,-103.46602046628541,20.616752798043144
Santa ana tepetitlan,-103.46592997351095,20.62578559016224
Jardines de santa ana,-103.46592997351095,20.62578559016224
Trento,-103.46592997351095,20.62578559016224
Punta de otero,-103.46592997351095,20.62578559016224
Parque arrayanes,-103.46592997351095,20.62578559016224
La peña,-103.46592997351095,20.62578559016224
Villas de otero,-103.46592997351095,20.62578559016224
El fortin,-103.46592997351095,20.62578559016224
Mision la floresta,-103.46592997351095,20.62578559016224
Le parc,-103.46592997351095,20.62578559016224
Lomas del fortin,-103.46592997351095,20.62578559016224
La escondida,-103.46592997351095,20.62578559016224
Villas otero de guadalupe,-103.46592997351095,20.62578559016224
Valle de san nicolas,-103.46592997351095,20.62578559016224
Valle de san nicolas 3ra secc,-103.46592997351095,20.62578559016224
Citala 3,-103.46592997351095,20.62578559016224
El fortin 2da secc,-103.46592997351095,20.62578559016224
Citala cd jardin,-103.46592997351095,20.62578559016224
Arenales tapatios,-103.46592997351095,20.62578559016224
Valle de san nicolas,-103.46583943214387,20.63481837246468
Valle de san nicolas 3ra secc,-103.46583943214387,20.63481837246468
Miramar,-103.46583943214387,20.63481837246468
Citala 3,-103.46583943214387,20.63481837246468
El fortin 2da secc,-103.46583943214387,20.63481837246468
Citala cd jardin,-103.46583943214387,20.63481837246468
Arenales tapatios,-103.46583943214387,20.63481837246468
Colinas de la primavera,-103.46583943214387,20.63481837246468
Carlos rivera aceves,-103.46583943214387,20.63481837246468
Jardines tapatios,-103.46583943214387,20.63481837246468
Lomas de la primavera,-103.46583943214387,20.63481837246468
Miramar,-103.46574884217112,20.64385114494686
Carlos rivera aceves,-103.46574884217112,20.64385114494686
Jardines tapatios,-103.46574884217112,20.64385114494686
Lomas de la primavera,-103.46574884217112,20.64385114494686
La floresta seccion 2,-103.46574884217112,20.64385114494686
El rehilete,-103.46574884217112,20.64385114494686
Valle de la primavera,-103.46574884217112,20.64385114494686
La floresta del colli,-103.46574884217112,20.64385114494686
La noria,-103.46574884217112,20.64385114494686
12 de diciembre,-103.46574884217112,20.64385114494686
La floresta del colli,-103.4656582035797,20.652883907605176
La noria,-103.4656582035797,20.652883907605176
12 de diciembre,-103.4656582035797,20.652883907605176
Balcones del sol,-103.4656582035797,20.652883907605176
El bajio,-103.46556751635651,20.661916660436024
Ayamonte,-103.46547678048857,20.670949403435795
El bajio,-103.46547678048857,20.670949403435795
Ayamonte,-103.46538599596279,20.679982136600906
El bajio,-103.46538599596279,20.679982136600906
El bajio,-103.46529516276611,20.689014859927738
El bajio,-103.46520428088546,20.698047573412698
El bajo habitat 1,-103.46520428088546,20.698047573412698
El bajo habitat 2,-103.46520428088546,20.698047573412698
San juan de ocotan,-103.46520428088546,20.698047573412698
San juan de ocotan,-103.46511335030772,20.707080277052192
San juan de ocotan,-103.46502237101984,20.716112970842616
Santillana,-103.46502237101984,20.716112970842616
Elite,-103.46502237101984,20.716112970842616
Bosques vallarta,-103.46502237101984,20.716112970842616
San juan de ocotan,-103.46493134300873,20.725145654780377
Santillana,-103.46493134300873,20.725145654780377
Sonee,-103.46493134300873,20.725145654780377
Solares althea,-103.46493134300873,20.725145654780377
Solares,-103.46493134300873,20.725145654780377
Muraan,-103.46493134300873,20.725145654780377
Solares aveira,-103.46493134300873,20.725145654780377
Solares antara,-103.46493134300873,20.725145654780377
Valeira,-103.46493134300873,20.725145654780377
Fontee,-103.46493134300873,20.725145654780377
Soare acantia i,-103.46493134300873,20.725145654780377
Base aerea militar no 5,-103.46493134300873,20.725145654780377
Soare acantia i,-103.46484026626122,20.73417832886188
La mojonera,-103.46484026626122,20.73417832886188
Olivos residencial,-103.46484026626122,20.73417832886188
Arauca ii,-103.46484026626122,20.73417832886188
Arauca i,-103.46484026626122,20.73417832886188
Mitica residencial,-103.46484026626122,20.73417832886188
Los sauces,-103.46484026626122,20.73417832886188
Club hipico internacional,-103.46484026626122,20.73417832886188
Base aerea militar no 5,-103.46484026626122,20.73417832886188
Olivos residencial,-103.46474914076425,20.743210993083522
Arauca ii,-103.46474914076425,20.743210993083522
Arauca i,-103.46474914076425,20.743210993083522
Mitica residencial,-103.46474914076425,20.743210993083522
Los sauces,-103.46474914076425,20.743210993083522
Club hipico internacional,-103.46474914076425,20.743210993083522
Base aerea militar no 5,-103.46474914076425,20.743210993083522
Base aerea militar no 5,-103.46465796650466,20.75224364744171
Base aerea militar no 5,-103.46456674346932,20.76127629193286
Valle de la providencia,-103.46456674346932,20.76127629193286
Valle de la providencia,-103.46447547164509,20.77030892655337
Jardines san francisco,-103.46447547164509,20.77030892655337
Jardines de nuevo mexico,-103.46447547164509,20.77030892655337
Valle de la providencia,-103.46438415101882,20.77934155129965
Bellissimo,-103.46438415101882,20.77934155129965
Jardines de las fuentes,-103.46438415101882,20.77934155129965
Jardines de nuevo mexico,-103.46438415101882,20.77934155129965
Zapopan,-103.46438415101882,20.77934155129965
Callejon del bosque,-103.46438415101882,20.77934155129965
Arboreto residencial,-103.46438415101882,20.77934155129965
Sin nombre,-103.46438415101882,20.77934155129965
Arboledas de tesistan,-103.46438415101882,20.77934155129965
Zapopan,-103.46429278157733,20.78837416616811
Arboreto residencial,-103.46429278157733,20.78837416616811
Sin nombre,-103.46429278157733,20.78837416616811
Puerta del llano,-103.46429278157733,20.78837416616811
Arboledas de tesistan,-103.46429278157733,20.78837416616811
Altaluz,-103.46429278157733,20.78837416616811
Zapopan,-103.46429278157733,20.78837416616811
Parques de tesistan,-103.46429278157733,20.78837416616811
Parques de tesistan,-103.46420136330744,20.79740677115517
Parques de tesistan iii,-103.46420136330744,20.79740677115517
La magdalena,-103.46420136330744,20.79740677115517
Tierra residencial,-103.46420136330744,20.79740677115517
La magdalena,-103.46410989619602,20.806439366257223
Tierra residencial,-103.46410989619602,20.806439366257223
San jose ejidal,-103.46410989619602,20.806439366257223
San jose ejidal,-103.46401838022982,20.815471951470688
Palermo,-103.46401838022982,20.815471951470688
Palermo,-103.46392681539568,20.824504526791983
La vinatera,-103.46383520168037,20.833537092217515
La vinatera,-103.46374353907069,20.842569647743705
Ciudad bugambilias,-103.45660823231252,20.59860182525223
La loma,-103.45651727185442,20.607634596248026
Del iris,-103.45651727185442,20.607634596248026
Cristal,-103.45651727185442,20.607634596248026
Del bosque,-103.45651727185442,20.607634596248026
Del bosque,-103.45651727185442,20.607634596248026
Villas esmeralda,-103.45651727185442,20.607634596248026
Bugambilias country,-103.45651727185442,20.607634596248026
Ciudad bugambilias,-103.45651727185442,20.607634596248026
Vistas del sol,-103.45651727185442,20.607634596248026
Bugambilias country,-103.45642626252634,20.616667357429726
Ciudad bugambilias,-103.45642626252634,20.616667357429726
Vistas del sol,-103.45642626252634,20.616667357429726
Mision santa ana,-103.45642626252634,20.616667357429726
Santa ana tepetitlan,-103.45642626252634,20.616667357429726
Jardines de santa ana,-103.45642626252634,20.616667357429726
La haciendita,-103.45642626252634,20.616667357429726
Santa ana tepetitlan,-103.45633520431518,20.625700108793733
Jardines de santa ana,-103.45633520431518,20.625700108793733
Valle de san nicolas,-103.45633520431518,20.625700108793733
Mariano otero,-103.45633520431518,20.625700108793733
Arenales tapatios,-103.45633520431518,20.625700108793733
Mariano otero,-103.45624409720784,20.634732850336434
Miramar,-103.45624409720784,20.634732850336434
Arenales tapatios,-103.45624409720784,20.634732850336434
Miramar,-103.45615294119125,20.64376558205422
Carlos rivera aceves,-103.45615294119125,20.64376558205422
Paraisos del colli,-103.45615294119125,20.64376558205422
El rehilete,-103.45615294119125,20.64376558205422
12 de diciembre,-103.45615294119125,20.64376558205422
Balcones del sol,-103.45615294119125,20.64376558205422
Paraisos del colli,-103.45606173625227,20.652798303943484
La gloria del colli,-103.45606173625227,20.652798303943484
12 de diciembre,-103.45606173625227,20.652798303943484
Balcones del sol,-103.45606173625227,20.652798303943484
La gloria del colli,-103.45597048237778,20.661831016000622
La gloria,-103.45597048237778,20.661831016000622
Volcan del colli,-103.45597048237778,20.661831016000622
El bajio,-103.45597048237778,20.661831016000622
Lomas del colli,-103.45597048237778,20.661831016000622
Sin nombre,-103.45597048237778,20.661831016000622
El bajio,-103.45587917955466,20.67086371822203
Sin nombre,-103.45587917955466,20.67086371822203
Ciudad granja,-103.45587917955466,20.67086371822203
El bajio,-103.45578782776975,20.67989641060411
Ciudad granja,-103.45578782776975,20.67989641060411
El bajio,-103.45569642700994,20.688929093143237
Ciudad granja,-103.45569642700994,20.688929093143237
Vallarta,-103.45569642700994,20.688929093143237
Puerta del tule,-103.45569642700994,20.688929093143237
El bajio,-103.45560497726206,20.697961765835828
Ciudad granja,-103.45560497726206,20.697961765835828
San juan de ocotan,-103.45560497726206,20.697961765835828
Puerta del tule,-103.45560497726206,20.697961765835828
San juan de ocotan,-103.45551347851293,20.70699442867828
San juan de ocotan,-103.45542193074937,20.716027081666983
Santillana,-103.45542193074937,20.716027081666983
Elite,-103.45542193074937,20.716027081666983
Palma real,-103.45542193074937,20.716027081666983
Valle real,-103.45542193074937,20.716027081666983
San juan de ocotan,-103.45533033395822,20.72505972479835
Santillana,-103.45533033395822,20.72505972479835
Elite,-103.45533033395822,20.72505972479835
Esencia,-103.45533033395822,20.72505972479835
Solares,-103.45533033395822,20.72505972479835
Porta real,-103.45533033395822,20.72505972479835
Santa catalina,-103.45533033395822,20.72505972479835
Altamira,-103.45533033395822,20.72505972479835
Sole real,-103.45533033395822,20.72505972479835
Base aerea militar no 5,-103.45533033395822,20.72505972479835
Valle real,-103.45533033395822,20.72505972479835
Porta real,-103.45523868812626,20.734092358068768
Olivos residencial,-103.45523868812626,20.734092358068768
Altamira,-103.45523868812626,20.734092358068768
Sole real,-103.45523868812626,20.734092358068768
Unidad habitacional militar,-103.45523868812626,20.734092358068768
Club hipico internacional,-103.45523868812626,20.734092358068768
Base aerea militar no 5,-103.45523868812626,20.734092358068768
Valle real,-103.45523868812626,20.734092358068768
Jardin real,-103.45523868812626,20.734092358068768
Unidad habitacional militar,-103.45514699324033,20.743124981474647
Club hipico internacional,-103.45514699324033,20.743124981474647
Base aerea militar no 5,-103.45514699324033,20.743124981474647
Base aerea militar no 5,-103.4550552492872,20.752157595012395
Base aerea militar no 5,-103.45496345625364,20.761190198678403
Praderas de san antonio,-103.45496345625364,20.761190198678403
Valle de la providencia,-103.45496345625364,20.761190198678403
Haciendas de nuevo mexico,-103.45496345625364,20.761190198678403
Del fresno,-103.45496345625364,20.761190198678403
Heroes nacionales,-103.45496345625364,20.761190198678403
Praderas de san antonio,-103.45487161412643,20.77022279246909
Valle de la providencia,-103.45487161412643,20.77022279246909
Haciendas de nuevo mexico,-103.45487161412643,20.77022279246909
Altezza,-103.45487161412643,20.77022279246909
Jardines de nuevo mexico,-103.45487161412643,20.77022279246909
La periquera,-103.45487161412643,20.77022279246909
Reserva las magnolias,-103.45487161412643,20.77022279246909
Marcelino garcia barragan,-103.45487161412643,20.77022279246909
Del fresno,-103.45487161412643,20.77022279246909
Heroes nacionales,-103.45487161412643,20.77022279246909
Tercer milenio,-103.45477972289235,20.779255376380846
Jardines de nuevo mexico,-103.45477972289235,20.779255376380846
La periquera,-103.45477972289235,20.779255376380846
Marcelino garcia barragan,-103.45477972289235,20.779255376380846
Villas de la loma,-103.45477972289235,20.779255376380846
Zapopan,-103.45477972289235,20.779255376380846
Zapopan,-103.45468778253813,20.788287950410087
Puerta del llano,-103.45468778253813,20.788287950410087
Zapopan,-103.45468778253813,20.788287950410087
La moraleja,-103.45468778253813,20.788287950410087
El huizache 1ro,-103.45459579305053,20.797320514553217
La magdalena,-103.45459579305053,20.797320514553217
La moraleja,-103.45459579305053,20.797320514553217
Lago real,-103.45459579305053,20.797320514553217
El huizache 1ro,-103.45450375441628,20.80635306880664
La magdalena,-103.45450375441628,20.80635306880664
Mision capistrano,-103.45450375441628,20.80635306880664
La alhambra,-103.45450375441628,20.80635306880664
Amaranto,-103.45450375441628,20.80635306880664
San jose ejidal,-103.45450375441628,20.80635306880664
