neighborhood,api_lon,api_lat
Lago real,-103.45450375441628,20.80635306880664
Jardines de la magdalena,-103.45450375441628,20.80635306880664
Somos,-103.45450375441628,20.80635306880664
Las palomas,-103.45450375441628,20.80635306880664
Amaranto,-103.45441166662211,20.815385613166782
San jose ejidal,-103.45441166662211,20.815385613166782
Somos,-103.45441166662211,20.815385613166782
Las palomas,-103.45441166662211,20.815385613166782
Las palomas,-103.45431952965474,20.824418147630034
Los molinos,-103.45431952965474,20.824418147630034
El ejido copalita,-103.45431952965474,20.824418147630034
El ejido copalita,-103.45422734350089,20.833450672192814
La vinatera,-103.45422734350089,20.833450672192814
La vinatera,-103.45413510814724,20.84248318685153
Albaterra,-103.4540428235805,20.851515691602604
Mirador del bosque,-103.4540428235805,20.851515691602604
Mirador del bosque,-103.45395048978733,20.860548186442436
Ciudad bugambilias,-103.44710668348824,20.589483194582474
Ciudad bugambilias,-103.44701520737352,20.598515934393838
Los pinos,-103.4469236820986,20.607548664390052
La loma,-103.4469236820986,20.607548664390052
Azaleas,-103.4469236820986,20.607548664390052
Del iris,-103.4469236820986,20.607548664390052
Paraiso los pinos,-103.4469236820986,20.607548664390052
Villas esmeralda,-103.4469236820986,20.607548664390052
La joya,-103.4469236820986,20.607548664390052
Ciudad bugambilias,-103.4469236820986,20.607548664390052
Santa ana tepetitlan,-103.4469236820986,20.607548664390052
Francisco sarabia,-103.44683210765034,20.616581384567507
La joya,-103.44683210765034,20.616581384567507
Ciudad bugambilias,-103.44683210765034,20.616581384567507
Santa ana tepetitlan,-103.44683210765034,20.616581384567507
La haciendita,-103.44683210765034,20.616581384567507
Portales de santa ana,-103.44683210765034,20.616581384567507
Villas del ixtepete,-103.44683210765034,20.616581384567507
Jardines del ixtepete,-103.44674048401556,20.625614094922582
Santa ana tepetitlan,-103.44674048401556,20.625614094922582
Portales de santa ana,-103.44674048401556,20.625614094922582
Villas del ixtepete,-103.44674048401556,20.625614094922582
Infonavit el garabato,-103.44674048401556,20.625614094922582
Villa bonita,-103.44674048401556,20.625614094922582
Parque de las azaleas,-103.44674048401556,20.625614094922582
Villas perisur,-103.44674048401556,20.625614094922582
Mariano otero,-103.44674048401556,20.625614094922582
Mariano otero,-103.4466488111811,20.634646795451673
Miramar,-103.4466488111811,20.634646795451673
El colli urbano,-103.44655708913375,20.643679486151168
Miramar,-103.44655708913375,20.643679486151168
Paraisos del colli,-103.44655708913375,20.643679486151168
Hacienda del tepeyac,-103.44646531786034,20.652712167017462
El colli urbano,-103.44646531786034,20.652712167017462
Nueva galicia,-103.44646531786034,20.652712167017462
Parques tepeyac,-103.44646531786034,20.652712167017462
Paraisos del colli,-103.44646531786034,20.652712167017462
Sevilla,-103.44646531786034,20.652712167017462
Vista del pinar,-103.44646531786034,20.652712167017462
Nueva galicia 2,-103.44646531786034,20.652712167017462
Colli,-103.44646531786034,20.652712167017462
Bellavista,-103.44646531786034,20.652712167017462
La castilla,-103.44646531786034,20.652712167017462
Chapalita inn,-103.44646531786034,20.652712167017462
La gloria del colli,-103.44646531786034,20.652712167017462
Las cumbres,-103.44637349734766,20.661744838046946
Jardines de chapalita,-103.44637349734766,20.661744838046946
Parque sereno,-103.44637349734766,20.661744838046946
Colli,-103.44637349734766,20.661744838046946
La castilla,-103.44637349734766,20.661744838046946
Chapalita inn,-103.44637349734766,20.661744838046946
La gloria del colli,-103.44637349734766,20.661744838046946
Parque guadalupe,-103.44637349734766,20.661744838046946
Guadalupe inn,-103.44637349734766,20.661744838046946
Del parque,-103.44637349734766,20.661744838046946
Lomas del colli,-103.44637349734766,20.661744838046946
Sin nombre,-103.44637349734766,20.661744838046946
Paseos del parque,-103.44637349734766,20.661744838046946
Sin nombre,-103.44637349734766,20.661744838046946
Ciudad granja,-103.44637349734766,20.661744838046946
Lomas del colli,-103.4462816275825,20.670777499236003
Sin nombre,-103.4462816275825,20.670777499236003
Paseos del parque,-103.4462816275825,20.670777499236003
Sin nombre,-103.4462816275825,20.670777499236003
Ciudad granja,-103.4462816275825,20.670777499236003
Sin nombre,-103.44618970855164,20.679810150581027
Ciudad granja,-103.44618970855164,20.679810150581027
Jocotan,-103.44609774024185,20.688842792078418
Virreyes,-103.44609774024185,20.688842792078418
Ciudad granja,-103.44609774024185,20.688842792078418
Coto del rey,-103.44609774024185,20.688842792078418
Vallarta,-103.44609774024185,20.688842792078418
Rinconadas del bosque,-103.44609774024185,20.688842792078418
Villas de asis,-103.44609774024185,20.688842792078418
Vistas del tule i,-103.44609774024185,20.688842792078418
Puerta del tule,-103.44609774024185,20.688842792078418
Virreyes,-103.4460057226399,20.697875423724568
Parque virreyes,-103.4460057226399,20.697875423724568
San juan de ocotan,-103.4460057226399,20.697875423724568
Rinconadas del bosque,-103.4460057226399,20.697875423724568
Vistas del tule i,-103.4460057226399,20.697875423724568
Vistas del tule ii,-103.4460057226399,20.697875423724568
Puerta del tule,-103.4460057226399,20.697875423724568
Los castaños,-103.4460057226399,20.697875423724568
Villa verona,-103.4460057226399,20.697875423724568
San juan de ocotan,-103.44591365573251,20.70690804551588
Puerta del tule,-103.44591365573251,20.70690804551588
Villa verona,-103.44591365573251,20.70690804551588
Senda,-103.44591365573251,20.70690804551588
Sin nombre,-103.44591365573251,20.70690804551588
Las lomas golf  habitat,-103.44591365573251,20.70690804551588
San juan de ocotan,-103.44582153950648,20.71594065744874
Senda,-103.44582153950648,20.71594065744874
Valle real,-103.44582153950648,20.71594065744874
Las lomas golf  habitat,-103.44582153950648,20.71594065744874
Reserva real,-103.44582153950648,20.71594065744874
Santa catalina,-103.44572937394848,20.724973259519555
Valle real,-103.44572937394848,20.724973259519555
Valle esmeralda,-103.4456371590453,20.73400585172471
El real,-103.4456371590453,20.73400585172471
Unidad habitacional militar,-103.4456371590453,20.73400585172471
Base aerea militar no 5,-103.4456371590453,20.73400585172471
Valle real,-103.4456371590453,20.73400585172471
Jardin real,-103.4456371590453,20.73400585172471
El real,-103.44554489478362,20.74303843406062
Unidad habitacional militar,-103.44554489478362,20.74303843406062
Armonia,-103.44554489478362,20.74303843406062
Pacifica habitat,-103.44554489478362,20.74303843406062
El rincon secreto,-103.44554489478362,20.74303843406062
Muro vekio,-103.44554489478362,20.74303843406062
Base aerea militar no 5,-103.44554489478362,20.74303843406062
Jardin real,-103.44554489478362,20.74303843406062
Parque real,-103.44554489478362,20.74303843406062
Flores del valle,-103.44554489478362,20.74303843406062
Colegio del aire,-103.44554489478362,20.74303843406062
El triangulo,-103.44554489478362,20.74303843406062
Base aerea militar no 5,-103.44545258115016,20.75207100652367
Mision del valle,-103.44545258115016,20.75207100652367
Flores del valle,-103.44545258115016,20.75207100652367
Colegio del aire,-103.44545258115016,20.75207100652367
Rinconadas del aire,-103.44545258115016,20.75207100652367
El triangulo,-103.44545258115016,20.75207100652367
La cañada,-103.44545258115016,20.75207100652367
El olivo,-103.44545258115016,20.75207100652367
Nuevo mexico,-103.44545258115016,20.75207100652367
Base aerea militar no 5,-103.4453602181316,20.761103569110276
Jardines de nuevo mexico,-103.4453602181316,20.761103569110276
El triangulo,-103.4453602181316,20.761103569110276
El olivo,-103.4453602181316,20.761103569110276
Rinconadas de zapopan,-103.4453602181316,20.761103569110276
Parque real,-103.4453602181316,20.761103569110276
Del fresno,-103.4453602181316,20.761103569110276
Nuevo mexico,-103.4453602181316,20.761103569110276
Puerta laurel,-103.4453602181316,20.761103569110276
Vicente guerrero,-103.4453602181316,20.761103569110276
Jardines de nuevo mexico,-103.44526780571466,20.770136121816826
Valles de nuevo mexico,-103.44526780571466,20.770136121816826
La periquera,-103.44526780571466,20.770136121816826
Marcelino garcia barragan,-103.44526780571466,20.770136121816826
Del fresno,-103.44526780571466,20.770136121816826
Vicente guerrero,-103.44526780571466,20.770136121816826
Valle imperial,-103.44526780571466,20.770136121816826
La periquera,-103.445175343886,20.779168664639727
Marcelino garcia barragan,-103.445175343886,20.779168664639727
Villas de la loma,-103.445175343886,20.779168664639727
Zapopan,-103.445175343886,20.779168664639727
Los nisperos,-103.445175343886,20.779168664639727
Valle imperial,-103.445175343886,20.779168664639727
Villas del valle,-103.445175343886,20.779168664639727
Zapopan,-103.44508283263232,20.788201197575386
Valle imperial,-103.44508283263232,20.788201197575386
Campo real,-103.44508283263232,20.788201197575386
La moraleja,-103.44508283263232,20.788201197575386
La magdalena,-103.44499027194026,20.797233720620202
Campo real,-103.44499027194026,20.797233720620202
La magdalena,-103.44489766179646,20.806266233770586
Copalita,-103.44489766179646,20.806266233770586
Los molinos,-103.44480500218759,20.81529873702294
Los molinos,-103.4447122931003,20.824331230373677
El ejido copalita,-103.4447122931003,20.824331230373677
El ejido copalita,-103.44461953452118,20.833363713819196
La vinatera,-103.44461953452118,20.833363713819196
La vinatera,-103.44452672643688,20.842396187355913
Albaterra,-103.44452672643688,20.842396187355913
Albaterra,-103.444433868834,20.851428650980232
Mirador del bosque,-103.444433868834,20.851428650980232
Mirador del bosque,-103.44434096169911,20.86046110468856
El campanario,-103.43751427220981,20.589396813242953
Ciudad bugambilias,-103.43751427220981,20.589396813242953
El campanario,-103.4374222315947,20.59842951180567
Agua blanca sur,-103.4374222315947,20.59842951180567
Agua blanca poblado,-103.4374222315947,20.59842951180567
Ciudad bugambilias,-103.4374222315947,20.59842951180567
Agua blanca sur,-103.43733014151613,20.607462200548525
Agua blanca poblado,-103.43733014151613,20.607462200548525
Jardines de los pinos,-103.43733014151613,20.607462200548525
De los pinos,-103.43733014151613,20.607462200548525
Miguel de la madrid,-103.43733014151613,20.607462200548525
Los pinos,-103.43733014151613,20.607462200548525
Francisco sarabia,-103.43733014151613,20.607462200548525
Azaleas,-103.43733014151613,20.607462200548525
Paraiso los pinos,-103.43733014151613,20.607462200548525
Ciudad bugambilias,-103.43733014151613,20.607462200548525
Santa ana tepetitlan,-103.43733014151613,20.607462200548525
Agricola,-103.43723800196085,20.616494879467925
Los pinos,-103.43723800196085,20.616494879467925
Francisco sarabia,-103.43723800196085,20.616494879467925
Paseos del briseño,-103.43723800196085,20.616494879467925
El briseño,-103.43723800196085,20.616494879467925
Santa ana tepetitlan,-103.43723800196085,20.616494879467925
Villas del ixtepete,-103.43723800196085,20.616494879467925
El briseño,-103.43714581291563,20.625527548560243
Piramides,-103.43714581291563,20.625527548560243
Jardines del ixtepete,-103.43714581291563,20.625527548560243
Paseos del sol,-103.43714581291563,20.625527548560243
Villas del ixtepete,-103.43714581291563,20.625527548560243
Infonavit el garabato,-103.43714581291563,20.625527548560243
Mariano otero,-103.43714581291563,20.625527548560243
Paseos del sol,-103.43705357436721,20.63456020782187
Las alamedas,-103.43705357436721,20.63456020782187
Coto san antonio,-103.43705357436721,20.63456020782187
Hacienda san antonio,-103.43705357436721,20.63456020782187
Mariano otero,-103.43705357436721,20.63456020782187
Miramar,-103.43705357436721,20.63456020782187
Paseos del sol,-103.43696128630232,20.643592857249192
Coto san antonio,-103.43696128630232,20.643592857249192
Hacienda san antonio,-103.43696128630232,20.643592857249192
Colli primavera,-103.43696128630232,20.643592857249192
Moctezuma pte,-103.43696128630232,20.643592857249192
Hacienda del tepeyac,-103.43696128630232,20.643592857249192
El colli urbano,-103.43696128630232,20.643592857249192
Miramar,-103.43696128630232,20.643592857249192
Parques tepeyac,-103.43696128630232,20.643592857249192
Paraisos del colli,-103.43696128630232,20.643592857249192
Colli primavera,-103.4368689487077,20.65262549683859
Moctezuma pte,-103.4368689487077,20.65262549683859
Hacienda del tepeyac,-103.4368689487077,20.65262549683859
Tepeyac del sol,-103.4368689487077,20.65262549683859
El colli urbano,-103.4368689487077,20.65262549683859
Moctezuma,-103.4368689487077,20.65262549683859
Colli sitio,-103.4368689487077,20.65262549683859
Guadalupe sur,-103.4368689487077,20.65262549683859
Nueva galicia,-103.4368689487077,20.65262549683859
Haciendas guadalupe,-103.4368689487077,20.65262549683859
La florida,-103.4368689487077,20.65262549683859
Plaza guadalupe,-103.4368689487077,20.65262549683859
Atlas chapalita,-103.4368689487077,20.65262549683859
Parques tepeyac,-103.4368689487077,20.65262549683859
Sevilla,-103.4368689487077,20.65262549683859
Nueva galicia 2,-103.4368689487077,20.65262549683859
La castilla,-103.4368689487077,20.65262549683859
La florida,-103.43677656157004,20.661658126586463
Plaza guadalupe,-103.43677656157004,20.661658126586463
Atlas chapalita,-103.43677656157004,20.661658126586463
Las cumbres,-103.43677656157004,20.661658126586463
Jardines de chapalita,-103.43677656157004,20.661658126586463
El carmen habitat,-103.43677656157004,20.661658126586463
Parque sereno,-103.43677656157004,20.661658126586463
Arcos de guadalupe,-103.43677656157004,20.661658126586463
La castilla,-103.43677656157004,20.661658126586463
Sin nombre,-103.43677656157004,20.661658126586463
Arcos de guadalupe,-103.43668412487605,20.67069074648919
Del parque,-103.43668412487605,20.67069074648919
Santa maria del pueblito,-103.43668412487605,20.67069074648919
La estancia,-103.43668412487605,20.67069074648919
Sin nombre,-103.43668412487605,20.67069074648919
Del parque,-103.43659163861246,20.67972335654317
Camichines vallarta,-103.43659163861246,20.67972335654317
Santa maria del pueblito,-103.43659163861246,20.67972335654317
Jardines vallarta,-103.43659163861246,20.67972335654317
Lomas universidad,-103.43659163861246,20.67972335654317
Jocotan,-103.43659163861246,20.67972335654317
La estancia,-103.43659163861246,20.67972335654317
Sin nombre,-103.43659163861246,20.67972335654317
Ciudad granja,-103.43659163861246,20.67972335654317
Lomas universidad,-103.43649910276592,20.688755956744785
Villas vallarta,-103.43649910276592,20.688755956744785
Villas san ignacio,-103.43649910276592,20.688755956744785
Jocotan,-103.43649910276592,20.688755956744785
Paseos universidad,-103.43649910276592,20.688755956744785
Parque regency,-103.43649910276592,20.688755956744785
Parque de la castellana,-103.43649910276592,20.688755956744785
Callejon del parque,-103.43649910276592,20.688755956744785
Puesta del sol,-103.43649910276592,20.688755956744785
Virreyes,-103.43649910276592,20.688755956744785
Bosque de los virreyes,-103.43649910276592,20.688755956744785
Ciudad granja,-103.43649910276592,20.688755956744785
Villas de asis,-103.43649910276592,20.688755956744785
Parque de la castellana,-103.43640651732315,20.69778854709044
Callejon del parque,-103.43640651732315,20.69778854709044
Puesta del sol,-103.43640651732315,20.69778854709044
Virreyes,-103.43640651732315,20.69778854709044
Bosque de los virreyes,-103.43640651732315,20.69778854709044
Las cumbres,-103.43640651732315,20.69778854709044
Parque virreyes,-103.43640651732315,20.69778854709044
Entrelomas,-103.43640651732315,20.69778854709044
La mesa de la coronilla,-103.43640651732315,20.69778854709044
Los castaños,-103.43640651732315,20.69778854709044
Villa verona,-103.43640651732315,20.69778854709044
Colinas virreyes,-103.43640651732315,20.69778854709044
Parque virreyes,-103.43631388227078,20.70682112757651
Entrelomas,-103.43631388227078,20.70682112757651
San juan de ocotan,-103.43631388227078,20.70682112757651
La mesa de la coronilla,-103.43631388227078,20.70682112757651
Villa verona,-103.43631388227078,20.70682112757651
Colinas virreyes,-103.43631388227078,20.70682112757651
Puerta las lomas,-103.43631388227078,20.70682112757651
Sin nombre,-103.43631388227078,20.70682112757651
Las lomas golf  habitat,-103.43631388227078,20.70682112757651
San juan de ocotan,-103.43622119759551,20.71585369819941
Valle real,-103.43622119759551,20.71585369819941
Sin nombre,-103.43622119759551,20.71585369819941
Las lomas golf  habitat,-103.43622119759551,20.71585369819941
Reserva real,-103.43622119759551,20.71585369819941
Valle real,-103.43612846328398,20.72488625895552
Las lomas golf  habitat,-103.43612846328398,20.72488625895552
Reserva real,-103.43612846328398,20.72488625895552
Cima real,-103.43612846328398,20.72488625895552
Puerta real,-103.43612846328398,20.72488625895552
La toscana,-103.43612846328398,20.72488625895552
Poniente,-103.43612846328398,20.72488625895552
Valle real,-103.43603567932283,20.733918809841242
La toscana,-103.43603567932283,20.733918809841242
Novaterra,-103.43603567932283,20.733918809841242
Jardin real,-103.43603567932283,20.733918809841242
El rincon secreto,-103.43594284569869,20.74295135085296
Muro vekio,-103.43594284569869,20.74295135085296
Jardin real,-103.43594284569869,20.74295135085296
Parque real,-103.43594284569869,20.74295135085296
De los fresnos,-103.43594284569869,20.74295135085296
Jardines del valle,-103.43594284569869,20.74295135085296
Viveros del valle,-103.43594284569869,20.74295135085296
Colegio del aire,-103.43594284569869,20.74295135085296
Jardines del valle,-103.4358499623982,20.751983881987083
Viveros del valle,-103.4358499623982,20.751983881987083
Los mandarinos,-103.4358499623982,20.751983881987083
Mision del valle,-103.4358499623982,20.751983881987083
Quintas del valle,-103.4358499623982,20.751983881987083
Sevilla,-103.4358499623982,20.751983881987083
Colegio del aire,-103.4358499623982,20.751983881987083
Rinconadas del aire,-103.4358499623982,20.751983881987083
La cañada,-103.4358499623982,20.751983881987083
El olivo,-103.4358499623982,20.751983881987083
Nuevo mexico,-103.4358499623982,20.751983881987083
Lucero del valle,-103.4358499623982,20.751983881987083
Nuevo mexico,-103.4358499623982,20.751983881987083
Rincon del valle,-103.4358499623982,20.751983881987083
Mision del valle ii,-103.4358499623982,20.751983881987083
Puerta laurel,-103.4358499623982,20.751983881987083
Jardines de nuevo mexico,-103.43575702940797,20.761016403240006
El olivo,-103.43575702940797,20.761016403240006
Nuevo mexico,-103.43575702940797,20.761016403240006
Puerta laurel,-103.43575702940797,20.761016403240006
Juan gil preciado,-103.43575702940797,20.761016403240006
Alamitos,-103.43575702940797,20.761016403240006
Coto miraflores,-103.43575702940797,20.761016403240006
Los robles,-103.43575702940797,20.761016403240006
Villas de nuevo mexico,-103.43575702940797,20.761016403240006
Hogares de nuevo mexico,-103.43575702940797,20.761016403240006
Vicente guerrero,-103.43575702940797,20.761016403240006
Juan gil preciado,-103.4356640467146,20.770048914608136
Coto miraflores,-103.4356640467146,20.770048914608136
Rinconadas de la primavera,-103.4356640467146,20.770048914608136
Hogares de nuevo mexico,-103.4356640467146,20.770048914608136
Vicente guerrero,-103.4356640467146,20.770048914608136
El zapote i,-103.4356640467146,20.770048914608136
La sauceda,-103.4356640467146,20.770048914608136
La cantera,-103.4356640467146,20.770048914608136
Bosques del encino,-103.4356640467146,20.770048914608136
Lomas de san gonzalo,-103.4356640467146,20.770048914608136
Bosques de san gonzalo,-103.4356640467146,20.770048914608136
Valle imperial,-103.4356640467146,20.770048914608136
Vicente guerrero,-103.43557101430471,20.77908141608786
Lomas de san gonzalo,-103.43557101430471,20.77908141608786
Bosques de san gonzalo,-103.43557101430471,20.77908141608786
Jardines de san gonzalo,-103.43557101430471,20.77908141608786
Puerta serena,-103.43557101430471,20.77908141608786
Valle imperial,-103.43557101430471,20.77908141608786
Colinas de san miguel,-103.43557101430471,20.77908141608786
Valle imperial,-103.43547793216489,20.788113907675577
Colinas de san miguel,-103.43547793216489,20.788113907675577
Campo real,-103.43547793216489,20.788113907675577
Valle imperial,-103.4353848002817,20.797146389367704
Copalita,-103.4353848002817,20.797146389367704
Copalita,-103.43529161864173,20.806178861160625
Los molinos,-103.43519838723152,20.81521132305076
Los treboles,-103.43510510603765,20.824243775034507
Los molinos,-103.43510510603765,20.824243775034507
El ejido copalita,-103.43510510603765,20.824243775034507
El ejido copalita,-103.43501177504668,20.83327621710827
Valle de los molinos,-103.43482496361948,20.851341071511463
Valle de los molinos,-103.4347314831563,20.8603734838337
Hacienda copala,-103.4346379528421,20.869405886231593
Camino real,-103.42792191038161,20.5893099004389
Los cajetes,-103.42792191038161,20.5893099004389
Palmira,-103.42792191038161,20.5893099004389
El campanario,-103.42792191038161,20.5893099004389
Palmira,-103.42782930527935,20.59834255749922
La florida,-103.42782930527935,20.59834255749922
Agua blanca industrial,-103.42782930527935,20.59834255749922
El campanario,-103.42782930527935,20.59834255749922
Agua blanca sur,-103.42782930527935,20.59834255749922
Agua blanca poblado,-103.42782930527935,20.59834255749922
Agua blanca industrial,-103.42773665041035,20.607375204734964
El mante,-103.42773665041035,20.607375204734964
Agua blanca poblado,-103.42773665041035,20.607375204734964
Miguel de la madrid,-103.42773665041035,20.607375204734964
Francisco sarabia,-103.42773665041035,20.607375204734964
El mante,-103.42764394576132,20.616407842142518
Agricola,-103.42764394576132,20.616407842142518
Los periodistas,-103.42764394576132,20.616407842142518
Gustavo diaz ordaz,-103.42764394576132,20.616407842142518
Francisco sarabia,-103.42764394576132,20.616407842142518
El briseño,-103.42764394576132,20.616407842142518
Piramides,-103.42764394576132,20.616407842142518
Las fuentes,-103.42764394576132,20.616407842142518
Los periodistas,-103.4275511913189,20.62544046971825
Gustavo diaz ordaz,-103.4275511913189,20.62544046971825
El briseño,-103.4275511913189,20.62544046971825
Piramides,-103.4275511913189,20.62544046971825
Paseos del sol,-103.4275511913189,20.62544046971825
Las fuentes,-103.4275511913189,20.62544046971825
Las arboledas,-103.4275511913189,20.62544046971825
Paseos del sol,-103.42745838706979,20.634473087458552
Las arboledas,-103.42745838706979,20.634473087458552
Unidad cadete fco marquez,-103.42745838706979,20.634473087458552
Paseos del sol,-103.42736553300064,20.643505695359817
Colli primavera,-103.42736553300064,20.643505695359817
El colli urbano,-103.42736553300064,20.643505695359817
Colli ctm,-103.42736553300064,20.643505695359817
Colli primavera,-103.42727262909806,20.652538293418413
Colli ctm,-103.42727262909806,20.652538293418413
Santa catalina,-103.42727262909806,20.652538293418413
Villa puerta del sol,-103.42727262909806,20.652538293418413
Mirador del sol,-103.42727262909806,20.652538293418413
Nueva primavera,-103.42727262909806,20.652538293418413
Moctezuma,-103.42727262909806,20.652538293418413
Plaza guadalupe,-103.42727262909806,20.652538293418413
Atlas chapalita,-103.42727262909806,20.652538293418413
Primavera norte,-103.42727262909806,20.652538293418413
Villas del tepeyac,-103.42727262909806,20.652538293418413
Chapalita las fuentes,-103.42727262909806,20.652538293418413
Los olivos,-103.42727262909806,20.652538293418413
Chapalita de occidente,-103.42727262909806,20.652538293418413
Guadalupe jardin,-103.42727262909806,20.652538293418413
Mirador del sol,-103.42717967534873,20.661570881630734
Plaza guadalupe,-103.42717967534873,20.661570881630734
Atlas chapalita,-103.42717967534873,20.661570881630734
Chapalita las fuentes,-103.42717967534873,20.661570881630734
Los olivos,-103.42717967534873,20.661570881630734
Chapalita de occidente,-103.42717967534873,20.661570881630734
Guadalupe jardin,-103.42717967534873,20.661570881630734
Jardines tepeyac,-103.42717967534873,20.661570881630734
Jardines de guadalupe,-103.42717967534873,20.661570881630734
Arcos de guadalupe,-103.42717967534873,20.661570881630734
Jardines de guadalupe,-103.42708667173923,20.670603459993167
Lomas del seminario,-103.42708667173923,20.670603459993167
Cordilleras,-103.42708667173923,20.670603459993167
Arcos de guadalupe,-103.42708667173923,20.670603459993167
Camichines vallarta,-103.42708667173923,20.670603459993167
La estancia,-103.42708667173923,20.670603459993167
Prados guadalupe,-103.42708667173923,20.670603459993167
Real vallarta,-103.42708667173923,20.670603459993167
Vallarta la patria,-103.42708667173923,20.670603459993167
Eucalipto vallarta,-103.42708667173923,20.670603459993167
Prados vallarta,-103.4269936182562,20.679636028502102
Camichines vallarta,-103.4269936182562,20.679636028502102
Jardines vallarta,-103.4269936182562,20.679636028502102
Lomas universidad,-103.4269936182562,20.679636028502102
La estancia,-103.4269936182562,20.679636028502102
Real vallarta,-103.4269936182562,20.679636028502102
Vallarta la patria,-103.4269936182562,20.679636028502102
Eucalipto vallarta,-103.4269936182562,20.679636028502102
Jardines vallarta,-103.4269936182562,20.679636028502102
Jardines de la patria,-103.4269936182562,20.679636028502102
De los novelistas,-103.4269936182562,20.679636028502102
Jardines vallarta,-103.42690051488626,20.688668587153916
Lomas universidad,-103.42690051488626,20.688668587153916
Jardines vallarta,-103.42690051488626,20.688668587153916
Jardines de la patria,-103.42690051488626,20.688668587153916
De los novelistas,-103.42690051488626,20.688668587153916
Vallarta universidad,-103.42690051488626,20.688668587153916
Jardines universidad,-103.42690051488626,20.688668587153916
Parque regency,-103.42690051488626,20.688668587153916
Callejon del parque,-103.42690051488626,20.688668587153916
Villa la cima,-103.42690051488626,20.688668587153916
Puerta del roble,-103.42690051488626,20.688668587153916
Villa universitaria,-103.42690051488626,20.688668587153916
Callejon del parque,-103.42680736161599,20.697701135945007
Bosque de los virreyes,-103.42680736161599,20.697701135945007
Las cumbres,-103.42680736161599,20.697701135945007
Villa la cima,-103.42680736161599,20.697701135945007
Puerta del roble,-103.42680736161599,20.697701135945007
Alcazar poniente,-103.42680736161599,20.697701135945007
Alcazar oriente,-103.42680736161599,20.697701135945007
Bosque de los lagos,-103.42680736161599,20.697701135945007
Puerta del bosque,-103.42680736161599,20.697701135945007
Puerta aqua,-103.42680736161599,20.697701135945007
La mesa de la coronilla,-103.42680736161599,20.697701135945007
Villa universitaria,-103.42680736161599,20.697701135945007
Puerta del bosque,-103.42671415843198,20.706733674871767
Puerta aqua,-103.42671415843198,20.706733674871767
La mesa de la coronilla,-103.42671415843198,20.706733674871767
Royal country,-103.42671415843198,20.706733674871767
Colinas de la abadia,-103.42671415843198,20.706733674871767
Puerta de plata,-103.42671415843198,20.706733674871767
Sin nombre,-103.42671415843198,20.706733674871767
Puerta de hierro,-103.42671415843198,20.706733674871767
Colinas de la abadia,-103.42662090532082,20.71576620393058
Sin nombre,-103.42662090532082,20.71576620393058
Las lomas golf  habitat,-103.42662090532082,20.71576620393058
Puerta de hierro,-103.42662090532082,20.71576620393058
La ceiba,-103.42662090532082,20.71576620393058
Las lomas golf  habitat,-103.42652760226909,20.724798723117846
La toscana,-103.42652760226909,20.724798723117846
Puerta de hierro,-103.42652760226909,20.724798723117846
Santa margarita,-103.42652760226909,20.724798723117846
La ceiba,-103.42652760226909,20.724798723117846
Puerta del valle,-103.42652760226909,20.724798723117846
Poniente,-103.42652760226909,20.724798723117846
Los girasoles,-103.42652760226909,20.724798723117846
La toscana,-103.42643424926332,20.733831232429946
Torres cibeles,-103.42643424926332,20.733831232429946
Santa margarita,-103.42643424926332,20.733831232429946
Poniente,-103.42643424926332,20.733831232429946
Los girasoles,-103.42643424926332,20.733831232429946
La mora,-103.42643424926332,20.733831232429946
Las bovedas,-103.42643424926332,20.733831232429946
Real del carmen,-103.42643424926332,20.733831232429946
Santa margarita residencial,-103.42643424926332,20.733831232429946
Residencial del valle,-103.42643424926332,20.733831232429946
Del valle,-103.42643424926332,20.733831232429946
La casita,-103.42643424926332,20.733831232429946
Jardin real,-103.42643424926332,20.733831232429946
Real del carmen grand,-103.42643424926332,20.733831232429946
Residencial del valle,-103.42634084629012,20.742863731863284
Del valle,-103.42634084629012,20.742863731863284
La casita,-103.42634084629012,20.742863731863284
Girasoles elite,-103.42634084629012,20.742863731863284
Monarca,-103.42634084629012,20.742863731863284
La stravaganza,-103.42634084629012,20.742863731863284
Girasoles acueducto,-103.42634084629012,20.742863731863284
Jardin real,-103.42634084629012,20.742863731863284
Real del carmen grand,-103.42634084629012,20.742863731863284
Jardines del valle,-103.42634084629012,20.742863731863284
Parques de zapopan,-103.42634084629012,20.742863731863284
Nuevo mexico,-103.42634084629012,20.742863731863284
Girasoles acueducto,-103.42624739333598,20.751896221414253
Santa fe,-103.42624739333598,20.751896221414253
Jardines del valle,-103.42624739333598,20.751896221414253
Nuevo mexico,-103.42624739333598,20.751896221414253
Villas del palmar,-103.42624739333598,20.751896221414253
La noria,-103.42624739333598,20.751896221414253
Los robles,-103.42624739333598,20.751896221414253
Nuevo mexico,-103.42615389038745,20.760928701079234
Los robles,-103.42615389038745,20.760928701079234
Coto santa luza,-103.42615389038745,20.760928701079234
Villas de nuevo mexico,-103.42615389038745,20.760928701079234
Colinas de los robles,-103.42615389038745,20.760928701079234
Hogares de nuevo mexico,-103.42615389038745,20.760928701079234
Colinas de los robles,-103.42606033743107,20.769961170854646
Hogares de nuevo mexico,-103.42606033743107,20.769961170854646
Real cantabria,-103.42606033743107,20.769961170854646
El zapote i,-103.42606033743107,20.769961170854646
Bosques de san gonzalo,-103.42606033743107,20.769961170854646
