name	category	category_code	lat	lon	address
Trainer Kings Gym	Gym and Studio	18021	20.637845	-103.28616	Avenida Santa Rosalia 1033, 45520 Tlaquepaque, Jalisco
Studio 9:11	Gym and Studio	18021	20.637729	-103.286524	Tlaquepaque, Jalisco
Level 3	Gym and Studio	18021	20.649554	-103.283829	Jalisco
Fulltraining Functional Center	Gym and Studio	18021	20.648602	-103.28093	Manuel R. Alatorre 4012 (col. Insurgentes), 44820 Guadalajara, Jalisco
Country Sport Gym	Gym and Studio	18021	20.660495	-103.280983	Gigantes
Reinaldo Hernandez Lozano	Gym and Studio	18021	20.660793	-103.28458	Gigantes 3718, 44829 Guadalajara, Jalisco
Gimnasio al Aire Libre	Gym and Studio	18021	20.658762	-103.283748	Paseo Andrés Bello (Hecho por la negra Ines), Jalisco
Cervantes Delgado Samuel	Gym and Studio	18021	20.660403	-103.281006	Cll Gigantes 3911, 44460 Guadalajara, Jalisco
Orvaiton Fitness Equipment	Gym and Studio	18021	20.660758	-103.285426	Gigantes 3718, 44820 Guadalajara, Jalisco
HP FitClub	Gym and Studio	18021	20.669197	-103.284104	Centro Recreativo y Cultural SJF, 44770 Guadalajara, Jalisco
Mercury Gym	Gym and Studio	18021	20.672367	-103.279991	Presa Palmito 818 (btw Pablo Váldez & Canaán), 44770 Guadalajara, Jalisco
Krack Sport Center	Gym and Studio	18021	20.679609	-103.277835	Jalisco
Sport Center	Gym and Studio	18021	20.679584	-103.277438	Eduardo Zepeda, 44790 Guadalajara, Jalisco
Deluxe Boys Dance Academy	Education	12009	20.674576	-103.277601	Jalisco
Iron Gym	Gym and Studio	18021	20.686071	-103.281029	Emilio Acevedo, 44720 Guadalajara, Jalisco
Boss Gym	Gym and Studio	18021	20.686142	-103.280548	Emilio Acevedo (Ramón Silva), 44720 Guadalajara, Jalisco
Vulcano gym	Gym and Studio	18021	20.692621	-103.27925	Jalisco
Club Live 21 Gym & Fitness	Gym and Studio	18021	20.638558	-103.275022	Tonalá, Jalisco
GNC Rio Nilo	Gym and Studio	18021	20.639883	-103.275048	Jalisco
Gym Insurgentes	Gym and Studio	18021	20.651412	-103.271595	Jalisco
HC Sport and Wellness Center	Gym and Studio	18021	20.664703	-103.27512	Jalisco
HE Sport and Wellness	Gym and Studio	18021	20.665224	-103.274963	
Hc Gym	Gym and Studio	18021	20.666473	-103.274856	Jalisco
Mondo Sportivo	Gym and Studio	18021	20.675398	-103.272686	Jalisco
Health fitness gym	Gym and Studio	18021	20.681928	-103.271577	Jalisco
Spinning D´ROSSY	Gym and Studio	18021	20.691034	-103.274486	Esteban coronado 4085 (egipto), 44720 Guadalajara, Jalisco
Coleman's Gym	Gym and Studio	18021	20.691965	-103.272189	Betsayda 2867 (Hebron y jerimoth), 44720 Guadalajara, Jalisco
Gym Body Life	Gym and Studio	18021	20.657414	-103.263285	Jalisco
