	google_id	name	query	lat	lon	address	types
509	ChIJf4TcsBewKIQRTUsLAGKzu-I	JARDÍN DE NIÑOS WOLFGANG AMADEUS MOZART	preescolar	20.7379005	-103.3449318	y González Gallo, Av. Mariano Barcena S/N, entre Callejon J. Jesus Gonzalez Gallo, Rinconada Auditorio, 45130 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
510	ChIJjVBgXAOxKIQRq7yL0bAcreA	Jardín de Niños Adolfo López Mateos	preescolar	20.7462976	-103.3506147	C. Estaño 33, Balcones de la Cantera, 45186 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
511	ChIJAQAAAAmwKIQRzihVBd6Y_i8	Kinder CDI 9	preescolar	20.7553479	-103.3492105	Pío V. Enríquez 101, Villas de Guadalupe, 45189 Zapopan, Jal., México	['school', 'point_of_interest', 'establishment']
512	ChIJBRF6gk-wKIQR1kO7bp7iwrI	PREESCOLAR IDOLINA GAONA RUIZ	preescolar	20.7252799	-103.3268002	C. María del Carmen Frías 770, Lomas del Paraíso II, 44250 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
513	ChIJoyMPFlywKIQRMVaQC1pAt0I	Kinder Manuel Lopez Cotilla	preescolar	20.7335655	-103.3193593	44250, C. Volcán Villarrica 5310, Lomas del Paraíso ÌII, 45430 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
514	ChIJqW4Zoo-yKIQRKUGyaHc6BwY	JARDÍN DE NIÑOS CONCEPCION MARTIN DEL CAMPO	preescolar	20.6100299	-103.345642	Arq. Mauricio Campos 4477, Miravalle, 44990 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
515	ChIJuQutqoiyKIQRsfbL3l4JFcQ	JARDÍN DE NIÑOS QUETZALLI	preescolar	20.6130991	-103.3470857	Av De La Pintura 353, Miravalle, 44790 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
516	ChIJq6rbW_GyKIQRQbY-yPPTGUI	Maria Montessori	preescolar	20.6135537	-103.3294582	República 366, Las Vegas, 45590 San Pedro Tlaquepaque, Jal., México	['school', 'point_of_interest', 'establishment']
517	ChIJmVXccqOyKIQRwIdZUlKHhoE	Jardín de Niños Rosaura Zapata Cano	preescolar	20.6206074	-103.3466032	Av. Gobernador Luis G. Curiel S/N, José Clemente Orozco, 44970 Guadalajara, Jal., México	['school', 'point_of_interest', 'establishment']
518	ChIJ_eQMlsCyKIQRRXVyNx1ILdQ	Jardin De Niños Jean Piaget	preescolar	20.5923177	-103.3345723	C. Cardenal 588, El Vergel, 45595 San Pedro Tlaquepaque, Jal., México	['school', 'point_of_interest', 'establishment']
519	ChIJnSMhp_OyKIQR8nAyG_wa-lQ	Preescolar Deniss Kukucan	preescolar	20.6126757	-103.3321868	Prol Nuevo México 51, Lázaro Cárdenas, 45590 San Pedro Tlaquepaque, Jal., México	['school', 'point_of_interest', 'establishment']
